"system.index","B1","B2","B3","B4","B5","B7","B8","NDVI","date","gain","loss","lossyear","treecover2000",".geo","time","treatment","new_index","yearly_loss"
"120_0",0.11700784,0.09804451,0.07856013,0.21983986,0.12869252,0.0597265,0.14985412,0.47345755,"2015-01-01",0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23670106407333,-2.1507015374747525]}",2015,"0","120_0_donor",0
"124_0",0.11022643,0.096403666,0.07081187,0.346716,0.17327228,0.06426334,0.19121581,0.6608041,"2001-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2001,"0","124_0_donor",0
"124_0",0.107780315,0.08610855,0.083018094,0.13998221,0.20701319,0.18400112,0.11013614,0.2554441,"2002-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2002,"0","124_0_donor",0
"124_0",0.09577294,0.08858819,0.049325682,0.3971811,0.2058606,0.0741463,0.21697986,0.77905965,"2003-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2003,"0","124_0_donor",0
"124_0",0.23770268,0.258436,0.22944938,0.5163469,0.3742224,0.254529,0.38945884,0.38468617,"2004-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2004,"0","124_0_donor",0
"124_0",0.10591383,0.08763945,0.061881185,0.24295282,0.12004851,0.04808771,0.15609723,0.59400076,"2005-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2005,"0","124_0_donor",0
"124_0",0.14212595,0.13056748,0.10579307,0.34621578,0.20611854,0.10344428,0.2193387,0.53189826,"2006-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2006,"0","124_0_donor",0
"124_0",0.095854916,0.08124258,0.065903105,0.2710966,0.21086365,0.08321593,0.15441903,0.6088833,"2007-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2007,"0","124_0_donor",0
"124_0",0.14135882,0.12718345,0.10535085,0.3167589,0.18743786,0.09772269,0.19723754,0.5008367,"2008-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2008,"0","124_0_donor",0
"124_0",0.09783911,0.08411436,0.059196874,0.27952474,0.17744632,0.059444603,0.16599643,0.6504689,"2009-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2009,"0","124_0_donor",0
"124_0",0.0864791,0.06905252,0.043548252,0.24069495,0.11971021,0.04362493,0.14202431,0.69358456,"2010-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2010,"0","124_0_donor",0
"124_0",0.09811957,0.08954058,0.057491954,0.38248968,0.17583016,0.06019826,0.19239503,0.738662,"2011-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2011,"0","124_0_donor",0
"124_0",0.09817371,0.087601885,0.054705296,0.3306925,0.14397497,0.054982424,0.18426482,0.71611,"2012-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2012,"0","124_0_donor",0
"124_0",0.2260667,0.21561614,0.21463534,0.41457623,0.30691653,0.20299472,0.3051248,0.31776416,"2013-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2013,"0","124_0_donor",0
"124_0",0.08415259,0.0770825,0.041421276,0.34908605,0.14627923,0.04179564,0.17821962,0.78785914,"2014-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2014,"0","124_0_donor",0
"124_0",0.1077671,0.09606771,0.07974183,0.30069336,0.24858983,0.12605347,0.1732025,0.5807863,"2015-01-01",0,1,16,96,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.43397110046598,-1.8499455803515368]}",2015,"0","124_0_donor",0
"130_0",0.112736225,0.09593987,0.07222118,0.33463633,0.16457872,0.06985362,0.19707948,0.6449805,"2001-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2001,"0","130_0_donor",0
"130_0",0.10004851,0.08268081,0.06076307,0.33096483,0.16847129,0.06865938,0.17322971,0.689769,"2002-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2002,"0","130_0_donor",0
"130_0",0.10918085,0.08947844,0.068670295,0.2790904,0.14607622,0.057813566,0.1583963,0.60507154,"2003-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2003,"0","130_0_donor",0
"130_0",0.10545796,0.08582842,0.058303088,0.29078275,0.1405327,0.05646623,0.1696471,0.66596705,"2004-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2004,"0","130_0_donor",0
"130_0",0.09857574,0.080364555,0.055602126,0.2669174,0.12567209,0.049256388,0.1509165,0.6552015,"2005-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2005,"0","130_0_donor",0
"130_0",0.116858274,0.095301665,0.07482026,0.27239034,0.13944732,0.059045594,0.1664987,0.56902087,"2006-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2006,"0","130_0_donor",0
"130_0",0.09323242,0.07530439,0.050157327,0.29920855,0.14265083,0.04965575,0.15794182,0.7128665,"2007-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2007,"0","130_0_donor",0
"130_0",0.196805,0.19563082,0.17278416,0.4112724,0.2844118,0.17961216,0.29766124,0.4083307,"2008-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2008,"0","130_0_donor",0
"130_0",0.20152885,0.19634958,0.18564907,0.3385827,0.2443517,0.1666085,0.2473757,0.29172903,"2009-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2009,"0","130_0_donor",0
"130_0",0.08925422,0.075690165,0.048906505,0.3213696,0.15114483,0.05290578,0.18232788,0.73583764,"2010-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2010,"0","130_0_donor",0
"130_0",0.10644946,0.09054686,0.06620169,0.30517963,0.15222317,0.061492477,0.18381922,0.643484,"2011-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2011,"0","130_0_donor",0
"130_0",0.09468672,0.07745316,0.050729595,0.31179652,0.141824,0.046883743,0.18019736,0.7201327,"2012-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2012,"0","130_0_donor",0
"130_0",0.10544271,0.082987495,0.06250397,0.3374714,0.15710859,0.05527014,0.19848901,0.6874609,"2013-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2013,"0","130_0_donor",0
"130_0",0.08716099,0.06795756,0.039225347,0.28116983,0.1287112,0.04542967,0.16740835,0.75514394,"2014-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2014,"0","130_0_donor",0
"130_0",0.10711959,0.08571263,0.06561206,0.22804622,0.118778504,0.058465093,0.1401361,0.55314004,"2015-01-01",0,1,22,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.21056008930545,-2.098689082524232]}",2015,"0","130_0_donor",0
"134_0",0.11671382,0.102380976,0.077163056,0.3470952,0.16709456,0.07568157,0.19787347,0.6362449,"2001-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2001,"0","134_0_donor",0
"134_0",0.11203265,0.09089339,0.098124206,0.21041207,0.28299913,0.15600905,0.14576805,0.36393732,"2002-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2002,"0","134_0_donor",0
"134_0",0.090313114,0.08244454,0.050943762,0.33130884,0.22080998,0.090449214,0.18255734,0.733455,"2003-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2003,"0","134_0_donor",0
"134_0",0.08950643,0.079203345,0.04535649,0.33119604,0.14403516,0.046944547,0.18008636,0.7590961,"2005-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2005,"0","134_0_donor",0
"134_0",0.09301598,0.08308922,0.050828606,0.32063535,0.14517397,0.04529094,0.177262,0.72633356,"2006-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2006,"0","134_0_donor",0
"134_0",0.090070456,0.073985316,0.050461672,0.3211366,0.15109307,0.048775047,0.16752234,0.7284074,"2007-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2007,"0","134_0_donor",0
"134_0",0.099579886,0.08767758,0.055974677,0.37104988,0.17057669,0.058734465,0.1978313,0.7378386,"2008-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2008,"0","134_0_donor",0
"134_0",0.0903808,0.07509732,0.04734984,0.28839177,0.13016766,0.041076183,0.16176187,0.7179388,"2009-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2009,"0","134_0_donor",0
"134_0",0.087264426,0.07475262,0.044196337,0.32342833,0.1506533,0.048871394,0.17449324,0.7595573,"2010-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2010,"0","134_0_donor",0
"134_0",0.09819256,0.084142186,0.054763358,0.34976983,0.15183921,0.050645553,0.18843232,0.7292516,"2011-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2011,"0","134_0_donor",0
"134_0",0.09505897,0.08059203,0.056365173,0.32332236,0.14629425,0.052785497,0.17522965,0.70309705,"2012-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2012,"0","134_0_donor",0
"134_0",0.085709855,0.0700731,0.044740677,0.32329288,0.14164115,0.039598968,0.1721969,0.75686634,"2014-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2014,"0","134_0_donor",0
"134_0",0.10821503,0.0919427,0.06839267,0.31295076,0.1770538,0.06979433,0.18290596,0.6413067,"2015-01-01",0,1,18,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.42292182247131,-1.8008975658386108]}",2015,"0","134_0_donor",0
"147_0",0.106625706,0.08866941,0.066275544,0.31444257,0.15668689,0.070478976,0.18260087,0.6518393,"2001-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2001,"0","147_0_donor",0
"147_0",0.08368372,0.066969186,0.04072098,0.3412104,0.14791304,0.048039615,0.17865904,0.78676283,"2002-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2002,"0","147_0_donor",0
"147_0",0.0849019,0.063405246,0.040244956,0.26299366,0.11798175,0.037291408,0.12795842,0.73456573,"2003-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2003,"0","147_0_donor",0
"147_0",0.08356252,0.06709379,0.038066633,0.32077986,0.13399819,0.041564636,0.16511188,0.7878389,"2004-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2004,"0","147_0_donor",0
"147_0",0.082415104,0.068422675,0.039381187,0.31802332,0.13774541,0.044643797,0.15836483,0.7796268,"2005-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2005,"0","147_0_donor",0
"147_0",0.09412008,0.076683186,0.046550617,0.3339119,0.14501873,0.0479158,0.17777172,0.7552946,"2006-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2006,"0","147_0_donor",0
"147_0",0.08848586,0.07295052,0.04705441,0.31294408,0.14502187,0.045793828,0.16866899,0.73858553,"2007-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2007,"0","147_0_donor",0
"147_0",0.09761672,0.07787356,0.051540155,0.33576548,0.15666652,0.05474797,0.1762793,0.7338528,"2008-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2008,"0","147_0_donor",0
"147_0",0.08425678,0.0636923,0.043253295,0.2223815,0.09096906,0.022582013,0.121226996,0.6743401,"2009-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2009,"0","147_0_donor",0
"147_0",0.085071355,0.07115199,0.043423433,0.31309506,0.13697203,0.043228418,0.16881984,0.7564029,"2010-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2010,"0","147_0_donor",0
"147_0",0.09279723,0.07255831,0.049383644,0.31093383,0.13616079,0.050235257,0.16578734,0.72588813,"2011-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2011,"0","147_0_donor",0
"147_0",0.101288445,0.08584942,0.059684932,0.27910143,0.13701712,0.052785497,0.16619447,0.6476545,"2012-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2012,"0","147_0_donor",0
"147_0",0.19818723,0.18249002,0.17500511,0.3434305,0.24218526,0.15890118,0.25145364,0.32487234,"2013-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2013,"0","147_0_donor",0
"147_0",0.23520769,0.23304172,0.22564793,0.43751976,0.33875963,0.2197264,0.32276466,0.31948456,"2014-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2014,"0","147_0_donor",0
"147_0",0.098846585,0.08256574,0.05408451,0.30635723,0.13257147,0.04982478,0.188061,0.6998987,"2015-01-01",0,1,15,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.23454510739145,-1.8248825839246021]}",2015,"0","147_0_donor",1
"150_0",0.09086111,0.078215785,0.050132357,0.32698953,0.15178718,0.047330484,0.16997117,0.7341318,"2001-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2001,"0","150_0_donor",0
"150_0",0.08368372,0.07494392,0.045252815,0.3345028,0.15846664,0.05003905,0.16769537,0.761674,"2002-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2002,"0","150_0_donor",0
"150_0",0.08644448,0.074619725,0.04512509,0.33316255,0.16786766,0.05556442,0.17057817,0.7614245,"2003-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2003,"0","150_0_donor",0
"150_0",0.09540507,0.08223401,0.049041893,0.3863021,0.17529446,0.053859226,0.18817294,0.7746982,"2004-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2004,"0","150_0_donor",0
"150_0",0.12618643,0.11293583,0.08840845,0.33338523,0.19293526,0.08704533,0.21752119,0.5807977,"2005-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2005,"0","150_0_donor",0
"150_0",0.093018085,0.08520207,0.053440556,0.34720877,0.17219153,0.05716946,0.18045482,0.7332303,"2007-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2007,"0","150_0_donor",0
"150_0",0.21009189,0.20327315,0.19430122,0.41454434,0.29188797,0.18742217,0.28321776,0.3617389,"2009-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2009,"0","150_0_donor",0
"150_0",0.08864874,0.07942586,0.05157309,0.3201527,0.15889952,0.052776907,0.1727448,0.72252077,"2010-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2010,"0","150_0_donor",0
"150_0",0.09471777,0.081440985,0.054829687,0.30218333,0.14941815,0.053074922,0.17008938,0.69284207,"2011-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2011,"0","150_0_donor",0
"150_0",0.08882439,0.0805872,0.046400376,0.34171656,0.16483156,0.0549757,0.16316283,0.7608949,"2014-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2014,"0","150_0_donor",1
"150_0",0.10403168,0.09369778,0.06726183,0.31378973,0.19483209,0.08071543,0.17484434,0.6469673,"2015-01-01",0,1,14,97,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.47008337488759,-1.7928127282815352]}",2015,"0","150_0_donor",1
"155_0",0.09343921,0.07215082,0.04860328,0.2482245,0.11807899,0.04275354,0.13705638,0.6725153,"2001-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2001,"0","155_0_donor",0
"155_0",0.08247604,0.064113736,0.038154304,0.29278404,0.13114247,0.043083243,0.15484355,0.76941746,"2002-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2002,"0","155_0_donor",0
"155_0",0.10204704,0.08375072,0.058593012,0.3094092,0.15670472,0.06172113,0.17224574,0.68156165,"2003-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2003,"0","155_0_donor",0
"155_0",0.09291869,0.0730612,0.046633087,0.31395894,0.1420202,0.04895383,0.16702186,0.7413526,"2004-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2004,"0","155_0_donor",0
"155_0",0.106501654,0.08560024,0.060443304,0.29095787,0.14049353,0.053265665,0.16538706,0.6559869,"2005-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2005,"0","155_0_donor",0
"155_0",0.16223784,0.15422298,0.13080639,0.36839938,0.21429165,0.14841935,0.27372867,0.47594202,"2006-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2006,"0","155_0_donor",0
"155_0",0.09286653,0.073029615,0.04806964,0.29362908,0.13287105,0.04445576,0.15439786,0.7186431,"2007-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2007,"0","155_0_donor",0
"155_0",0.2025625,0.19013636,0.18289162,0.38315982,0.3037271,0.18355873,0.26501146,0.35379857,"2008-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2008,"0","155_0_donor",1
"155_0",0.09448252,0.08183973,0.051824808,0.35308796,0.16149166,0.058191586,0.18931824,0.74401987,"2009-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2009,"0","155_0_donor",1
"155_0",0.092573464,0.080361,0.049155418,0.38279295,0.1709537,0.056905158,0.20193261,0.7724014,"2010-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2010,"0","155_0_donor",1
"155_0",0.14767411,0.13595936,0.11692209,0.37744567,0.22081648,0.123986736,0.2367728,0.5269834,"2011-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2011,"0","155_0_donor",1
"155_0",0.098904535,0.08132415,0.05024864,0.39006737,0.17153135,0.056244638,0.20307663,0.771761,"2012-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2012,"0","155_0_donor",1
"155_0",0.14430663,0.13607335,0.13003817,0.26597053,0.2533784,0.14339823,0.1862965,0.343256,"2013-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2013,"0","155_0_donor",1
"155_0",0.092647426,0.08561611,0.046757944,0.51886714,0.2291984,0.076437056,0.25999728,0.83466804,"2014-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2014,"0","155_0_donor",1
"155_0",0.11724728,0.106870644,0.09027715,0.42246163,0.24682282,0.108198434,0.22854273,0.647863,"2015-01-01",0,1,8,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.51724492730386,-2.078476988631543]}",2015,"0","155_0_donor",1
"156_0",0.09411229,0.09040037,0.061695065,0.32731345,0.17961743,0.06529937,0.18679154,0.68280864,"2001-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2001,"0","156_0_donor",0
"156_0",0.08793606,0.081323706,0.058848314,0.31102616,0.17324167,0.062035654,0.1731772,0.68179303,"2002-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2002,"0","156_0_donor",0
"156_0",0.10128136,0.09390491,0.06586906,0.34069246,0.18522264,0.07093377,0.2006436,0.67597,"2003-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2003,"0","156_0_donor",0
"156_0",0.0891286,0.07068296,0.043159973,0.23242547,0.11391862,0.038216416,0.14053957,0.6867761,"2004-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2004,"0","156_0_donor",0
"156_0",0.08628709,0.073128186,0.04576123,0.255736,0.12662108,0.041007724,0.14647865,0.6964401,"2005-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2005,"0","156_0_donor",0
"156_0",0.120860904,0.11408483,0.09035507,0.32323033,0.18730381,0.08401835,0.2181964,0.5630645,"2006-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2006,"0","156_0_donor",0
"156_0",0.103501506,0.08434155,0.07750562,0.20755234,0.20407769,0.124599144,0.16034359,0.4562115,"2007-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2007,"0","156_0_donor",0
"156_0",0.10632679,0.07928414,0.060822442,0.16620795,0.095653355,0.043785103,0.1078269,0.4641912,"2008-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2008,"0","156_0_donor",0
"156_0",0.09441893,0.09146401,0.061819416,0.32543397,0.18825598,0.07378005,0.14930017,0.68072885,"2009-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2009,"0","156_0_donor",0
"156_0",0.09591149,0.09022856,0.059302792,0.32100683,0.1814182,0.070071384,0.17149684,0.68813413,"2010-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2010,"0","156_0_donor",0
"156_0",0.09487335,0.081228934,0.056110404,0.23203495,0.12730038,0.052731015,0.13992071,0.610541,"2011-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2011,"0","156_0_donor",0
"156_0",0.096616335,0.08935435,0.059684932,0.30858204,0.15093282,0.05058857,0.17522965,0.6758605,"2012-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2012,"0","156_0_donor",0
"156_0",0.2008836,0.18504646,0.18098554,0.31561354,0.28091073,0.16994366,0.25542337,0.27109998,"2013-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2013,"0","156_0_donor",1
"156_0",0.09193893,0.0911013,0.05967797,0.34908605,0.19961718,0.06815575,0.18725368,0.7080077,"2014-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2014,"0","156_0_donor",1
"156_0",0.10449185,0.09685913,0.06611773,0.31303617,0.18301283,0.06973329,0.16424862,0.6512354,"2015-01-01",0,1,13,86,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.363902508304655,-1.8591083962495558]}",2015,"0","156_0_donor",1
"158_0",0.11010279,0.09227504,0.070025824,0.3135818,0.15859802,0.064748175,0.18598299,0.6349091,"2001-01-01",0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.49299041463263,-1.8742000930227638]}",2001,"0","158_0_donor",0
"158_0",0.08368372,0.07015908,0.042231593,0.3345028,0.15635592,0.05003905,0.17865904,0.7758018,"2002-01-01",0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.49299041463263,-1.8742000930227638]}",2002,"0","158_0_donor",0
"158_0",0.09273636,0.07825527,0.051047362,0.29446405,0.14487712,0.04503311,0.16167602,0.7045113,"2003-01-01",0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.49299041463263,-1.8742000930227638]}",2003,"0","158_0_donor",0
"158_0",0.08833407,0.06977603,0.041456964,0.31513637,0.13637106,0.04381032,0.16818203,0.76748323,"2004-01-01",0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.49299041463263,-1.8742000930227638]}",2004,"0","158_0_donor",0
"158_0",0.108464435,0.09234307,0.067601,0.34349892,0.17314419,0.06559524,0.19520633,0.6711213,"2005-01-01",0,1,16,100,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-48.49299041463263,-1.8742000930227638]}",2005,"0","158_0_donor",0
